family;mode;size;align_method;tree_method;slave;tc
ltn;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;62.5
ltn;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;62.1
ltn;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;62.1
il8;slave;1000;CLUSTALO;CLUSTALO;mbed;48.1
il8;slave;1000;CLUSTALO;CLUSTALO;parttree;44.2
il8;slave;1000;CLUSTALO;CLUSTALO;famsadnd;64.9
il8;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;36.4
il8;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;40.3
il8;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;22.1
il8;slave;1000;CLUSTALO;FAMSA;mbed;63.6
il8;slave;1000;CLUSTALO;FAMSA;parttree;49.4
il8;slave;1000;CLUSTALO;FAMSA;famsadnd;58.4
il8;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;58.4
il8;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;45.5
il8;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;58.4
il8;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;42.9
il8;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;36.4
il8;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;9.1
il8;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;11.7
il8;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;29.9
il8;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;5.2
il8;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;5.2
il8;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;36.4
il8;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;0.0
il8;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;13.0
il8;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;7.8
il8;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;16.9
il8;slave;1000;FAMSA;CLUSTALO;mbed;75.3
il8;slave;1000;FAMSA;CLUSTALO;parttree;49.4
il8;slave;1000;FAMSA;CLUSTALO;famsadnd;61.0
il8;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;42.9
il8;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;55.8
il8;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;48.1
il8;slave;1000;FAMSA;FAMSA;mbed;59.7
il8;slave;1000;FAMSA;FAMSA;parttree;53.2
il8;slave;1000;FAMSA;FAMSA;famsadnd;58.4
il8;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;63.6
il8;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;58.4
il8;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;62.3
az;slave;1000;CLUSTALO;CLUSTALO;mbed;30.4
az;slave;1000;CLUSTALO;CLUSTALO;parttree;35.3
az;slave;1000;CLUSTALO;CLUSTALO;famsadnd;37.0
az;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;32.1
az;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;25.0
az;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;35.9
az;slave;1000;CLUSTALO;FAMSA;mbed;31.5
az;slave;1000;CLUSTALO;FAMSA;parttree;28.3
az;slave;1000;CLUSTALO;FAMSA;famsadnd;35.9
az;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;29.3
az;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;28.3
az;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;40.2
az;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;1.6
az;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;16.8
az;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;0.0
az;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;0.0
az;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;17.9
az;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;2.7
az;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;13.0
az;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;17.9
az;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;2.7
az;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;20.1
az;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;19.0
az;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;0.0
az;slave;1000;FAMSA;CLUSTALO;mbed;31.0
az;slave;1000;FAMSA;CLUSTALO;parttree;39.1
az;slave;1000;FAMSA;CLUSTALO;famsadnd;41.3
az;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;34.8
az;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;31.5
az;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;33.7
az;slave;1000;FAMSA;FAMSA;mbed;34.8
az;slave;1000;FAMSA;FAMSA;parttree;39.7
az;slave;1000;FAMSA;FAMSA;famsadnd;33.7
az;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;27.7
az;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;32.1
az;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;34.2
kringle;slave;1000;CLUSTALO;CLUSTALO;mbed;69.7
kringle;slave;1000;CLUSTALO;CLUSTALO;parttree;71.9
kringle;slave;1000;CLUSTALO;CLUSTALO;famsadnd;79.8
kringle;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;64.0
kringle;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;55.1
kringle;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;74.2
kringle;slave;1000;CLUSTALO;FAMSA;mbed;78.7
kringle;slave;1000;CLUSTALO;FAMSA;parttree;73.0
kringle;slave;1000;CLUSTALO;FAMSA;famsadnd;76.4
kringle;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;71.9
kringle;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;66.3
kringle;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;79.8
kringle;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;57.3
kringle;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;52.8
kringle;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;62.9
kringle;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;51.7
kringle;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;57.3
kringle;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;41.6
kringle;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;60.7
kringle;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;61.8
kringle;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;57.3
kringle;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;56.2
kringle;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;51.7
kringle;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;57.3
kringle;slave;1000;FAMSA;CLUSTALO;mbed;71.9
kringle;slave;1000;FAMSA;CLUSTALO;parttree;76.4
kringle;slave;1000;FAMSA;CLUSTALO;famsadnd;75.3
kringle;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;74.2
kringle;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;70.8
kringle;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;70.8
kringle;slave;1000;FAMSA;FAMSA;mbed;80.9
kringle;slave;1000;FAMSA;FAMSA;parttree;71.9
kringle;slave;1000;FAMSA;FAMSA;famsadnd;73.0
kringle;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;75.3
kringle;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;66.3
kringle;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;76.4
cryst;slave;1000;CLUSTALO;CLUSTALO;mbed;2.2
cryst;slave;1000;CLUSTALO;CLUSTALO;parttree;0.6
cryst;slave;1000;CLUSTALO;CLUSTALO;famsadnd;0.6
cryst;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;1.7
cryst;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;0.0
cryst;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;2.2
cryst;slave;1000;CLUSTALO;FAMSA;mbed;1.7
cryst;slave;1000;CLUSTALO;FAMSA;parttree;0.0
cryst;slave;1000;CLUSTALO;FAMSA;famsadnd;1.7
cryst;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;0.0
cryst;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;1.7
cryst;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;2.8
cryst;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;0.0
cryst;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;0.0
cryst;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;0.0
cryst;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;0.0
cryst;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;0.0
cryst;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;0.0
cryst;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;0.0
cryst;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;0.0
cryst;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;0.0
cryst;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;0.0
cryst;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;0.0
cryst;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;0.0
cryst;slave;1000;FAMSA;CLUSTALO;mbed;2.2
cryst;slave;1000;FAMSA;CLUSTALO;parttree;0.0
cryst;slave;1000;FAMSA;CLUSTALO;famsadnd;0.0
cryst;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;0.0
cryst;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;1.7
cryst;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;0.0
cryst;slave;1000;FAMSA;FAMSA;mbed;0.0
cryst;slave;1000;FAMSA;FAMSA;parttree;0.6
cryst;slave;1000;FAMSA;FAMSA;famsadnd;0.6
cryst;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;0.0
cryst;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;0.0
cryst;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;3.3
DEATH;slave;1000;CLUSTALO;CLUSTALO;mbed;47.6
DEATH;slave;1000;CLUSTALO;CLUSTALO;parttree;26.6
DEATH;slave;1000;CLUSTALO;CLUSTALO;famsadnd;41.9
DEATH;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;39.5
DEATH;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;26.6
DEATH;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;46.0
DEATH;slave;1000;CLUSTALO;FAMSA;mbed;46.8
DEATH;slave;1000;CLUSTALO;FAMSA;parttree;21.0
DEATH;slave;1000;CLUSTALO;FAMSA;famsadnd;44.4
DEATH;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;30.6
DEATH;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;17.7
DEATH;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;43.5
DEATH;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;4.8
DEATH;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;4.8
DEATH;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;4.0
DEATH;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;6.5
DEATH;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;0.0
DEATH;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;10.5
DEATH;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;7.3
DEATH;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;21.0
DEATH;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;10.5
DEATH;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;7.3
DEATH;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;0.0
DEATH;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;4.0
DEATH;slave;1000;FAMSA;CLUSTALO;mbed;41.9
DEATH;slave;1000;FAMSA;CLUSTALO;parttree;53.2
DEATH;slave;1000;FAMSA;CLUSTALO;famsadnd;29.8
DEATH;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;50.0
DEATH;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;26.6
DEATH;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;48.4
DEATH;slave;1000;FAMSA;FAMSA;mbed;37.1
DEATH;slave;1000;FAMSA;FAMSA;parttree;21.8
DEATH;slave;1000;FAMSA;FAMSA;famsadnd;33.9
DEATH;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;55.6
DEATH;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;48.4
DEATH;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;47.6
cah;slave;1000;CLUSTALO;CLUSTALO;mbed;69.7
cah;slave;1000;CLUSTALO;CLUSTALO;parttree;61.3
cah;slave;1000;CLUSTALO;CLUSTALO;famsadnd;69.7
cah;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;59.4
cah;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;52.0
cah;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;66.4
cah;slave;1000;CLUSTALO;FAMSA;mbed;59.8
cah;slave;1000;CLUSTALO;FAMSA;parttree;58.3
cah;slave;1000;CLUSTALO;FAMSA;famsadnd;69.7
cah;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;69.0
cah;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;60.9
cah;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;66.8
cah;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;47.6
cah;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;47.6
cah;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;49.4
cah;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;41.0
cah;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;44.6
cah;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;38.4
cah;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;39.1
cah;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;50.2
cah;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;48.7
cah;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;50.2
cah;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;48.3
cah;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;46.1
cah;slave;1000;FAMSA;CLUSTALO;mbed;64.6
cah;slave;1000;FAMSA;CLUSTALO;parttree;59.4
cah;slave;1000;FAMSA;CLUSTALO;famsadnd;67.5
cah;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;57.2
cah;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;49.8
cah;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;62.0
cah;slave;1000;FAMSA;FAMSA;mbed;61.6
cah;slave;1000;FAMSA;FAMSA;parttree;38.7
cah;slave;1000;FAMSA;FAMSA;famsadnd;62.0
cah;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;69.7
cah;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;63.5
cah;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;74.2
mmp;slave;1000;CLUSTALO;CLUSTALO;mbed;94.1
mmp;slave;1000;CLUSTALO;CLUSTALO;parttree;87.0
mmp;slave;1000;CLUSTALO;CLUSTALO;famsadnd;92.9
mmp;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;29.6
mmp;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;17.2
mmp;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;30.2
mmp;slave;1000;CLUSTALO;FAMSA;mbed;60.4
mmp;slave;1000;CLUSTALO;FAMSA;parttree;91.7
mmp;slave;1000;CLUSTALO;FAMSA;famsadnd;92.9
mmp;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;84.0
mmp;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;50.9
mmp;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;86.4
mmp;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;61.5
mmp;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;59.8
mmp;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;54.4
mmp;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;20.7
mmp;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;23.7
mmp;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;22.5
mmp;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;89.9
mmp;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;85.2
mmp;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;81.1
mmp;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;42.6
mmp;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;47.9
mmp;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;55.6
mmp;slave;1000;FAMSA;CLUSTALO;mbed;89.9
mmp;slave;1000;FAMSA;CLUSTALO;parttree;91.7
mmp;slave;1000;FAMSA;CLUSTALO;famsadnd;88.2
mmp;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;27.2
mmp;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;17.2
mmp;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;29.0
mmp;slave;1000;FAMSA;FAMSA;mbed;89.3
mmp;slave;1000;FAMSA;FAMSA;parttree;88.2
mmp;slave;1000;FAMSA;FAMSA;famsadnd;88.2
mmp;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;85.8
mmp;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;82.8
mmp;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;85.2
rub;slave;1000;CLUSTALO;CLUSTALO;mbed;96.3
rub;slave;1000;CLUSTALO;CLUSTALO;parttree;96.3
rub;slave;1000;CLUSTALO;CLUSTALO;famsadnd;92.6
rub;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;96.3
rub;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;96.3
rub;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;96.3
rub;slave;1000;CLUSTALO;FAMSA;mbed;96.3
rub;slave;1000;CLUSTALO;FAMSA;parttree;96.3
rub;slave;1000;CLUSTALO;FAMSA;famsadnd;96.3
rub;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;100.0
rub;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;88.9
rub;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;96.3
rub;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;96.3
rub;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;92.6
rub;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;85.2
rub;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;96.3
rub;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;96.3
rub;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;92.6
rub;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;96.3
rub;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;92.6
rub;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;92.6
rub;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;96.3
rub;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;88.9
rub;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;96.3
rub;slave;1000;FAMSA;CLUSTALO;mbed;96.3
rub;slave;1000;FAMSA;CLUSTALO;parttree;96.3
rub;slave;1000;FAMSA;CLUSTALO;famsadnd;96.3
rub;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;96.3
rub;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;96.3
rub;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;81.5
rub;slave;1000;FAMSA;FAMSA;mbed;88.9
rub;slave;1000;FAMSA;FAMSA;parttree;92.6
rub;slave;1000;FAMSA;FAMSA;famsadnd;96.3
rub;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;87.0
rub;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;96.3
rub;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;96.3
ghf10;slave;1000;CLUSTALO;CLUSTALO;mbed;64.1
ghf10;slave;1000;CLUSTALO;CLUSTALO;parttree;62.5
ghf10;slave;1000;CLUSTALO;CLUSTALO;famsadnd;76.2
ghf10;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;57.0
ghf10;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;54.8
ghf10;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;57.0
ghf10;slave;1000;CLUSTALO;FAMSA;mbed;70.0
ghf10;slave;1000;CLUSTALO;FAMSA;parttree;57.9
ghf10;slave;1000;CLUSTALO;FAMSA;famsadnd;75.5
ghf10;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;71.5
ghf10;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;66.9
ghf10;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;74.6
ghf10;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;59.8
ghf10;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;56.3
ghf10;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;44.3
ghf10;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;39.0
ghf10;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;37.2
ghf10;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;32.8
ghf10;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;57.3
ghf10;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;52.0
ghf10;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;44.0
ghf10;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;54.8
ghf10;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;49.8
ghf10;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;61.0
ghf10;slave;1000;FAMSA;CLUSTALO;mbed;63.5
ghf10;slave;1000;FAMSA;CLUSTALO;parttree;63.5
ghf10;slave;1000;FAMSA;CLUSTALO;famsadnd;67.5
ghf10;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;59.4
ghf10;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;56.7
ghf10;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;53.9
ghf10;slave;1000;FAMSA;FAMSA;mbed;74.3
ghf10;slave;1000;FAMSA;FAMSA;parttree;57.6
ghf10;slave;1000;FAMSA;FAMSA;famsadnd;77.7
ghf10;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;74.0
ghf10;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;71.5
ghf10;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;73.4
tgfb;slave;1000;CLUSTALO;CLUSTALO;mbed;54.7
tgfb;slave;1000;CLUSTALO;CLUSTALO;parttree;59.8
tgfb;slave;1000;CLUSTALO;CLUSTALO;famsadnd;59.0
tgfb;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;43.6
tgfb;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;47.0
tgfb;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;44.4
tgfb;slave;1000;CLUSTALO;FAMSA;mbed;61.5
tgfb;slave;1000;CLUSTALO;FAMSA;parttree;57.3
tgfb;slave;1000;CLUSTALO;FAMSA;famsadnd;65.8
tgfb;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;59.8
tgfb;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;47.0
tgfb;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;61.5
tgfb;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;40.2
tgfb;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;35.9
tgfb;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;44.4
tgfb;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;36.8
tgfb;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;27.4
tgfb;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;28.2
tgfb;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;42.7
tgfb;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;39.3
tgfb;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;28.2
tgfb;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;36.8
tgfb;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;30.8
tgfb;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;33.3
tgfb;slave;1000;FAMSA;CLUSTALO;mbed;42.7
tgfb;slave;1000;FAMSA;CLUSTALO;parttree;52.1
tgfb;slave;1000;FAMSA;CLUSTALO;famsadnd;53.0
tgfb;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;37.6
tgfb;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;41.0
tgfb;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;41.9
tgfb;slave;1000;FAMSA;FAMSA;mbed;54.7
tgfb;slave;1000;FAMSA;FAMSA;parttree;53.0
tgfb;slave;1000;FAMSA;FAMSA;famsadnd;53.0
tgfb;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;57.3
tgfb;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;47.0
tgfb;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;49.6
sodcu;slave;1000;CLUSTALO;CLUSTALO;mbed;68.1
sodcu;slave;1000;CLUSTALO;CLUSTALO;parttree;54.8
sodcu;slave;1000;CLUSTALO;CLUSTALO;famsadnd;72.9
sodcu;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;24.7
sodcu;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;23.5
sodcu;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;33.7
sodcu;slave;1000;CLUSTALO;FAMSA;mbed;75.3
