family;mode;size;align_method;tree_method;slave;tc
sti;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;48.4
Stap_Strp_toxin;slave;1000;CLUSTALO;CLUSTALO;mbed;52.7
Stap_Strp_toxin;slave;1000;CLUSTALO;CLUSTALO;parttree;40.3
Stap_Strp_toxin;slave;1000;CLUSTALO;CLUSTALO;famsadnd;42.8
Stap_Strp_toxin;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;49.8
Stap_Strp_toxin;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;41.2
Stap_Strp_toxin;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;42.8
Stap_Strp_toxin;slave;1000;CLUSTALO;FAMSA;mbed;53.1
Stap_Strp_toxin;slave;1000;CLUSTALO;FAMSA;parttree;40.7
Stap_Strp_toxin;slave;1000;CLUSTALO;FAMSA;famsadnd;42.8
Stap_Strp_toxin;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;52.7
Stap_Strp_toxin;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;41.2
Stap_Strp_toxin;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;42.8
Stap_Strp_toxin;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;3.3
Stap_Strp_toxin;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;39.5
Stap_Strp_toxin;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;5.8
Stap_Strp_toxin;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;39.1
Stap_Strp_toxin;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;39.5
Stap_Strp_toxin;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;5.8
Stap_Strp_toxin;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;5.8
Stap_Strp_toxin;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;39.1
Stap_Strp_toxin;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;5.8
Stap_Strp_toxin;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;3.3
Stap_Strp_toxin;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;39.5
Stap_Strp_toxin;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;5.8
Stap_Strp_toxin;slave;1000;FAMSA;CLUSTALO;mbed;44.9
Stap_Strp_toxin;slave;1000;FAMSA;CLUSTALO;parttree;44.9
Stap_Strp_toxin;slave;1000;FAMSA;CLUSTALO;famsadnd;51.9
Stap_Strp_toxin;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;43.6
Stap_Strp_toxin;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;44.9
Stap_Strp_toxin;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;51.9
Stap_Strp_toxin;slave;1000;FAMSA;FAMSA;mbed;49.4
Stap_Strp_toxin;slave;1000;FAMSA;FAMSA;parttree;44.0
Stap_Strp_toxin;slave;1000;FAMSA;FAMSA;famsadnd;51.9
Stap_Strp_toxin;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;44.9
Stap_Strp_toxin;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;45.7
Stap_Strp_toxin;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;51.9
profilin;slave;1000;CLUSTALO;CLUSTALO;mbed;53.1
profilin;slave;1000;CLUSTALO;CLUSTALO;parttree;52.3
profilin;slave;1000;CLUSTALO;CLUSTALO;famsadnd;81.2
profilin;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;70.3
profilin;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;56.2
profilin;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;81.2
profilin;slave;1000;CLUSTALO;FAMSA;mbed;54.7
profilin;slave;1000;CLUSTALO;FAMSA;parttree;57.8
profilin;slave;1000;CLUSTALO;FAMSA;famsadnd;81.2
profilin;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;46.1
profilin;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;68.0
profilin;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;81.2
profilin;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;48.4
profilin;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;54.7
profilin;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;40.6
profilin;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;34.4
profilin;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;61.7
profilin;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;60.2
profilin;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;71.1
profilin;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;54.7
profilin;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;43.0
profilin;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;32.0
profilin;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;50.0
profilin;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;52.3
profilin;slave;1000;FAMSA;CLUSTALO;mbed;82.0
profilin;slave;1000;FAMSA;CLUSTALO;parttree;78.1
profilin;slave;1000;FAMSA;CLUSTALO;famsadnd;76.6
profilin;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;80.5
profilin;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;71.9
profilin;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;76.6
profilin;slave;1000;FAMSA;FAMSA;mbed;82.0
profilin;slave;1000;FAMSA;FAMSA;parttree;82.0
profilin;slave;1000;FAMSA;FAMSA;famsadnd;76.6
profilin;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;77.3
profilin;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;80.5
profilin;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;76.6
ricin;slave;1000;CLUSTALO;CLUSTALO;mbed;67.4
ricin;slave;1000;CLUSTALO;CLUSTALO;parttree;73.6
ricin;slave;1000;CLUSTALO;CLUSTALO;famsadnd;76.9
ricin;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;76.6
ricin;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;76.2
ricin;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;76.9
ricin;slave;1000;CLUSTALO;FAMSA;mbed;74.7
ricin;slave;1000;CLUSTALO;FAMSA;parttree;75.8
ricin;slave;1000;CLUSTALO;FAMSA;famsadnd;76.9
ricin;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;66.3
ricin;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;75.1
ricin;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;76.9
ricin;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;22.7
ricin;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;68.1
ricin;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;57.1
ricin;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;22.7
ricin;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;60.4
ricin;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;54.2
ricin;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;19.4
ricin;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;60.4
ricin;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;57.1
ricin;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;24.9
ricin;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;60.4
ricin;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;50.2
ricin;slave;1000;FAMSA;CLUSTALO;mbed;70.3
ricin;slave;1000;FAMSA;CLUSTALO;parttree;71.4
ricin;slave;1000;FAMSA;CLUSTALO;famsadnd;75.8
ricin;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;70.3
ricin;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;72.2
ricin;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;75.8
ricin;slave;1000;FAMSA;FAMSA;mbed;67.4
ricin;slave;1000;FAMSA;FAMSA;parttree;71.8
ricin;slave;1000;FAMSA;FAMSA;famsadnd;75.8
ricin;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;65.2
ricin;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;73.3
ricin;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;75.8
ghf22;slave;1000;CLUSTALO;CLUSTALO;mbed;86.2
ghf22;slave;1000;CLUSTALO;CLUSTALO;parttree;83.1
ghf22;slave;1000;CLUSTALO;CLUSTALO;famsadnd;86.9
ghf22;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;89.2
ghf22;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;87.7
ghf22;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;86.9
ghf22;slave;1000;CLUSTALO;FAMSA;mbed;86.9
ghf22;slave;1000;CLUSTALO;FAMSA;parttree;86.2
ghf22;slave;1000;CLUSTALO;FAMSA;famsadnd;86.9
ghf22;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;87.7
ghf22;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;84.6
ghf22;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;86.9
ghf22;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;63.1
ghf22;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;61.5
ghf22;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;55.4
ghf22;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;52.3
ghf22;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;60.0
ghf22;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;46.9
ghf22;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;64.6
ghf22;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;60.8
ghf22;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;66.2
ghf22;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;63.8
ghf22;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;55.4
ghf22;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;52.3
ghf22;slave;1000;FAMSA;CLUSTALO;mbed;82.3
ghf22;slave;1000;FAMSA;CLUSTALO;parttree;81.5
ghf22;slave;1000;FAMSA;CLUSTALO;famsadnd;86.2
ghf22;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;81.5
ghf22;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;85.4
ghf22;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;86.2
ghf22;slave;1000;FAMSA;FAMSA;mbed;83.8
ghf22;slave;1000;FAMSA;FAMSA;parttree;84.6
ghf22;slave;1000;FAMSA;FAMSA;famsadnd;86.2
ghf22;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;78.5
ghf22;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;82.3
ghf22;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;86.2
ChtBD;slave;1000;CLUSTALO;CLUSTALO;mbed;79.1
ChtBD;slave;1000;CLUSTALO;CLUSTALO;parttree;79.1
ChtBD;slave;1000;CLUSTALO;CLUSTALO;famsadnd;83.7
ChtBD;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;86.0
ChtBD;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;83.7
ChtBD;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;83.7
ChtBD;slave;1000;CLUSTALO;FAMSA;mbed;83.7
ChtBD;slave;1000;CLUSTALO;FAMSA;parttree;72.1
ChtBD;slave;1000;CLUSTALO;FAMSA;famsadnd;83.7
ChtBD;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;86.0
ChtBD;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;74.4
ChtBD;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;83.7
ChtBD;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;76.7
ChtBD;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;48.8
ChtBD;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;72.1
ChtBD;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;83.7
ChtBD;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;86.0
ChtBD;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;69.8
ChtBD;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;83.7
ChtBD;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;88.4
ChtBD;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;81.4
ChtBD;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;81.4
ChtBD;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;79.1
ChtBD;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;79.1
ChtBD;slave;1000;FAMSA;CLUSTALO;mbed;86.0
ChtBD;slave;1000;FAMSA;CLUSTALO;parttree;86.0
ChtBD;slave;1000;FAMSA;CLUSTALO;famsadnd;83.7
ChtBD;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;86.0
ChtBD;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;79.1
ChtBD;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;83.7
ChtBD;slave;1000;FAMSA;FAMSA;mbed;86.0
ChtBD;slave;1000;FAMSA;FAMSA;parttree;88.4
ChtBD;slave;1000;FAMSA;FAMSA;famsadnd;83.7
ChtBD;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;83.7
ChtBD;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;76.7
ChtBD;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;83.7
ins;slave;1000;CLUSTALO;CLUSTALO;mbed;65.2
ins;slave;1000;CLUSTALO;CLUSTALO;parttree;62.3
ins;slave;1000;CLUSTALO;CLUSTALO;famsadnd;68.1
ins;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;66.7
ins;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;53.6
ins;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;68.1
ins;slave;1000;CLUSTALO;FAMSA;mbed;73.9
ins;slave;1000;CLUSTALO;FAMSA;parttree;56.5
ins;slave;1000;CLUSTALO;FAMSA;famsadnd;68.1
ins;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;63.8
ins;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;62.3
ins;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;68.1
ins;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;69.6
ins;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;56.5
ins;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;62.3
ins;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;68.1
ins;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;52.2
ins;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;60.9
ins;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;59.4
ins;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;76.8
ins;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;59.4
ins;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;68.1
ins;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;68.1
ins;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;62.3
ins;slave;1000;FAMSA;CLUSTALO;mbed;68.1
ins;slave;1000;FAMSA;CLUSTALO;parttree;30.4
ins;slave;1000;FAMSA;CLUSTALO;famsadnd;2.9
ins;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;68.1
ins;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;56.5
ins;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;2.9
ins;slave;1000;FAMSA;FAMSA;mbed;68.1
ins;slave;1000;FAMSA;FAMSA;parttree;62.3
ins;slave;1000;FAMSA;FAMSA;famsadnd;2.9
ins;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;73.9
ins;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;26.1
ins;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;2.9
trfl;slave;1000;CLUSTALO;CLUSTALO;mbed;93.6
trfl;slave;1000;CLUSTALO;CLUSTALO;parttree;92.4
trfl;slave;1000;CLUSTALO;CLUSTALO;famsadnd;91.4
trfl;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;93.6
trfl;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;93.3
trfl;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;91.4
trfl;slave;1000;CLUSTALO;FAMSA;mbed;92.4
trfl;slave;1000;CLUSTALO;FAMSA;parttree;92.6
trfl;slave;1000;CLUSTALO;FAMSA;famsadnd;91.4
trfl;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;93.2
trfl;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;92.7
trfl;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;91.4
trfl;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;33.0
trfl;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;61.9
trfl;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;38.5
trfl;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;39.7
trfl;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;65.2
trfl;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;45.6
trfl;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;38.4
trfl;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;62.3
trfl;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;42.1
trfl;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;36.4
trfl;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;62.9
trfl;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;39.5
trfl;slave;1000;FAMSA;CLUSTALO;mbed;0.4
trfl;slave;1000;FAMSA;CLUSTALO;parttree;0.4
trfl;slave;1000;FAMSA;CLUSTALO;famsadnd;1.4
trfl;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;2.0
trfl;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;0.9
trfl;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;1.4
trfl;slave;1000;FAMSA;FAMSA;mbed;4.7
trfl;slave;1000;FAMSA;FAMSA;parttree;1.4
trfl;slave;1000;FAMSA;FAMSA;famsadnd;1.4
trfl;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;1.9
trfl;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;0.9
trfl;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;1.4
slectin;slave;1000;CLUSTALO;CLUSTALO;mbed;72.3
slectin;slave;1000;CLUSTALO;CLUSTALO;parttree;80.3
slectin;slave;1000;CLUSTALO;CLUSTALO;famsadnd;82.5
slectin;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;79.6
slectin;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;73.0
slectin;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;82.5
slectin;slave;1000;CLUSTALO;FAMSA;mbed;79.6
slectin;slave;1000;CLUSTALO;FAMSA;parttree;71.5
slectin;slave;1000;CLUSTALO;FAMSA;famsadnd;82.5
slectin;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;75.9
slectin;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;75.9
slectin;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;82.5
slectin;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;44.5
slectin;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;35.8
slectin;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;32.1
slectin;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;55.5
slectin;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;40.9
slectin;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;33.6
slectin;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;38.0
slectin;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;24.1
slectin;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;30.7
slectin;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;11.7
slectin;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;48.9
slectin;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;22.6
slectin;slave;1000;FAMSA;CLUSTALO;mbed;78.8
slectin;slave;1000;FAMSA;CLUSTALO;parttree;81.8
slectin;slave;1000;FAMSA;CLUSTALO;famsadnd;88.3
slectin;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;83.2
slectin;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;83.2
slectin;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;88.3
slectin;slave;1000;FAMSA;FAMSA;mbed;83.2
slectin;slave;1000;FAMSA;FAMSA;parttree;81.8
slectin;slave;1000;FAMSA;FAMSA;famsadnd;88.3
slectin;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;80.3
slectin;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;83.2
slectin;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;88.3
phoslip;slave;1000;CLUSTALO;CLUSTALO;mbed;66.2
phoslip;slave;1000;CLUSTALO;CLUSTALO;parttree;56.6
phoslip;slave;1000;CLUSTALO;CLUSTALO;famsadnd;65.4
phoslip;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;69.9
phoslip;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;58.1
phoslip;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;65.4
phoslip;slave;1000;CLUSTALO;FAMSA;mbed;67.6
phoslip;slave;1000;CLUSTALO;FAMSA;parttree;60.3
phoslip;slave;1000;CLUSTALO;FAMSA;famsadnd;65.4
phoslip;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;63.2
phoslip;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;61.0
phoslip;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;65.4
phoslip;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;54.4
phoslip;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;58.1
phoslip;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;50.0
phoslip;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;49.3
phoslip;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;51.5
phoslip;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;39.0
phoslip;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;52.2
phoslip;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;56.6
phoslip;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;45.6
phoslip;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;52.9
phoslip;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;55.1
phoslip;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;54.4
phoslip;slave;1000;FAMSA;CLUSTALO;mbed;68.4
phoslip;slave;1000;FAMSA;CLUSTALO;parttree;68.4
phoslip;slave;1000;FAMSA;CLUSTALO;famsadnd;63.2
phoslip;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;69.1
phoslip;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;66.9
phoslip;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;63.2
phoslip;slave;1000;FAMSA;FAMSA;mbed;66.2
phoslip;slave;1000;FAMSA;FAMSA;parttree;65.4
phoslip;slave;1000;FAMSA;FAMSA;famsadnd;63.2
phoslip;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;66.2
phoslip;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;67.6
phoslip;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;63.2
ltn;slave;1000;CLUSTALO;CLUSTALO;mbed;57.3
ltn;slave;1000;CLUSTALO;CLUSTALO;parttree;47.4
ltn;slave;1000;CLUSTALO;CLUSTALO;famsadnd;64.4
ltn;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;58.5
ltn;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;49.4
ltn;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;68.0
ltn;slave;1000;CLUSTALO;FAMSA;mbed;63.2
ltn;slave;1000;CLUSTALO;FAMSA;parttree;62.8
ltn;slave;1000;CLUSTALO;FAMSA;famsadnd;65.6
ltn;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;66.0
ltn;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;55.3
ltn;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;70.0
ltn;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;35.2
ltn;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;38.3
ltn;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;31.2
ltn;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;34.4
ltn;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;37.2
ltn;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;30.4
ltn;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;30.8
ltn;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;40.3
ltn;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;34.8
ltn;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;40.3
ltn;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;34.8
ltn;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;27.3
ltn;slave;1000;FAMSA;CLUSTALO;mbed;56.9
ltn;slave;1000;FAMSA;CLUSTALO;parttree;41.1
ltn;slave;1000;FAMSA;CLUSTALO;famsadnd;59.3
ltn;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;63.6
ltn;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;57.7
ltn;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;61.7
ltn;slave;1000;FAMSA;FAMSA;mbed;68.0
ltn;slave;1000;FAMSA;FAMSA;parttree;62.5
ltn;slave;1000;FAMSA;FAMSA;famsadnd;61.7
